Unnamed: 0,SubAntioquia,SubArauca,SubAtlantico,SubBogota,SubBolivar,SubBoyaca-Casanare,SubCaqueta,SubCauca-Narinno,SubCordoba-Sucre,SubCQR,SubGCM,SubHuila-Tolima,SubMeta,SubNorteSantander,SubPutumayo,SubSantander,SubValle
2030-01-01 10:00:00,0.790764385,0.835230936,0.758691942,0.559869066,0.760871963,0.933123425,0.575292611,0.900083427,0.782838305,0.851342933,0.810754302,0.807346264,0.875100072,0.842014845,0.695954266,0.817368874,0.86543208
2030-01-01 11:00:00,0.71079858,0.680856531,0.831895552,0.668710693,0.843075008,1.0,0.648663888,0.986222253,0.85837378,0.934134625,0.871866536,0.873828287,0.944046406,0.914214956,0.754102508,0.895532678,0.669904267
2030-01-01 12:00:00,0.736525293,0.43631418,0.832881129,0.900115443,0.851424061,0.993720756,0.768243744,0.994877349,0.862726422,0.941514405,0.860747819,0.907382865,0.61961065,0.912795156,0.948704712,0.898902051,0.954790708
2030-01-01 13:00:00,0.802832851,0.52296176,0.766584104,0.829791617,0.783354907,0.90774377,0.660547031,0.924905163,0.791691853,0.869949239,0.773003655,0.839404532,0.645383591,0.83035048,0.87911465,0.828358279,0.883145267
2030-01-01 14:00:00,0.665598392,0.550431625,0.630444928,0.691288094,0.648607714,0.49480607,0.30720379,0.785398695,0.658277169,0.729043175,0.619979914,0.453325702,0.703326294,0.680110633,0.743203008,0.688551547,0.744595325
2030-01-01 15:00:00,0.473929113,0.27000342,0.44169467,0.497702068,0.459501353,0.321723209,0.516105005,0.588593847,0.469874474,0.532632262,0.415295711,0.359549038,0.500845468,0.473295298,0.415865633,0.493465781,0.551316332
2030-01-01 16:00:00,0.25186777,0.142705513,0.224313612,0.270340307,0.238603653,0.140382848,0.289368017,0.349957023,0.250092601,0.298464575,0.185431422,0.126239078,0.26715841,0.236098356,0.326261018,0.264427224,0.321191396
2030-01-01 17:00:00,0.044734754,0.007915674,0.030826927,0.053648178,0.03769358,0.045582052,0.035877114,0.106789182,0.042493281,0.072602138,0.0,0.044427854,0.047970017,0.028407884,0.072863704,0.048711157,0.089357903
2030-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 06:00:00,0.036133794,0.043972532,0.017938589,0.03825902,0.015950375,0.073618702,0.024118984,0.042143737,0.026040235,0.026499655,0.045871455,0.030055713,0.078192926,0.050123827,0.052402738,0.026088595,0.03851818
2030-01-02 07:00:00,0.24269296,0.278256405,0.206641729,0.244994185,0.202920888,0.116466733,0.030065013,0.276453535,0.228640175,0.241978633,0.256633892,0.26699163,0.31220099,0.277899967,0.273088993,0.227712244,0.262530691
2030-01-02 08:00:00,0.47273173,0.47051833,0.429676473,0.342314719,0.426649588,0.209244888,0.151903522,0.524076046,0.453847701,0.478416498,0.482361279,0.498132197,0.547291388,0.517161206,0.508659322,0.440234388,0.501197487
2030-01-02 09:00:00,0.671377697,0.301058209,0.62175895,0.673426959,0.503767832,0.552879057,0.185304729,0.73612917,0.647843433,0.252396445,0.674410663,0.692906633,0.740925123,0.716172296,0.712398976,0.483974365,0.626266788
2030-01-02 10:00:00,0.816126304,0.449318899,0.759469934,0.836346598,0.655929528,0.926954514,0.407187515,0.884375425,0.785948267,0.822753199,0.808552719,0.826923133,0.875650012,0.855466748,0.861200012,0.537057091,0.845122332
2030-01-02 11:00:00,0.663300052,0.695644665,0.834260577,0.910023513,0.679769641,0.541867782,0.380533555,0.971885408,0.859409575,0.900258894,0.873675775,0.897997853,0.942077777,0.925848532,0.945039633,0.637148133,0.928078979
2030-01-02 12:00:00,0.895669461,0.293059179,0.837475533,0.910535772,0.726437761,0.625383879,0.939498674,0.984230076,0.862057365,0.907003472,0.86424858,0.80401102,0.934992646,0.919027492,0.954048254,0.670680005,0.677157658
2030-01-02 13:00:00,0.826130445,0.526168728,0.76931963,0.838246164,0.651736723,0.342551143,0.569263971,0.908660321,0.79253046,0.828258814,0.778422323,0.825677976,0.849464323,0.838436552,0.885054094,0.523894455,0.858329575
2030-01-02 14:00:00,0.687133802,0.059051051,0.633402212,0.699434975,0.637548653,0.431899506,0.517119003,0.768180941,0.658453605,0.658013365,0.625902921,0.674151002,0.70069417,0.690941382,0.750894939,0.424916688,0.723016884
2030-01-02 15:00:00,0.491183255,0.008885602,0.446935888,0.506216646,0.450608176,0.269352639,0.188465103,0.319370324,0.470173626,0.280405553,0.42122826,0.501107376,0.500373958,0.48752309,0.558780574,0.293146952,0.531984328
2030-01-02 16:00:00,0.264178914,0.010914738,0.229061361,0.277970976,0.233799804,0.28403526,0.183849684,0.33336535,0.250279731,0.128415758,0.190329869,0.279963391,0.267900438,0.252316667,0.186069092,0.183792334,0.305232049
2030-01-02 17:00:00,0.049674258,0.004979848,0.032795295,0.051580618,0.027800284,0.045513852,0.038842683,0.097546627,0.042373311,0.063839406,0.0,0.027539884,0.049937758,0.034400408,0.100905082,0.029879013,0.068231432
2030-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 06:00:00,0.039193293,0.040161045,0.016957812,0.037252207,0.011955346,0.014542481,0.015060428,0.040051683,0.025023189,0.034642828,0.043904332,0.045942755,0.071791872,0.050123827,0.049409897,0.015074378,0.034442568
2030-01-03 07:00:00,0.249838945,0.249916445,0.206835169,0.24389824,0.187005816,0.150523935,0.028034644,0.020378161,0.222745219,0.042637809,0.254723891,0.260465869,0.297912155,0.283316959,0.265732547,0.01002789,0.253243768
2030-01-03 08:00:00,0.480826466,0.389554714,0.430080093,0.330578946,0.405327794,0.29914282,0.124843486,0.519869986,0.445667516,0.21827212,0.480226306,0.019652761,0.348577633,0.529204799,0.498580781,0.285992076,0.493748663
2030-01-03 09:00:00,0.679074388,0.549592732,0.625700673,0.672338459,0.599283658,0.772983059,0.31002653,0.262449781,0.633562548,0.404227505,0.671229708,0.252891462,0.721942827,0.733309612,0.700362301,0.347233108,0.70224496
2030-01-03 10:00:00,0.822766506,0.782862723,0.766584104,0.80039464,0.740461983,0.917300282,0.553557012,0.88110507,0.776701473,0.830218374,0.806070055,0.821802745,0.856087492,0.87275583,0.575744109,0.373475127,0.839653508
2030-01-03 11:00:00,0.899885444,0.826270119,0.843001932,0.538322944,0.818252105,0.989005097,0.30944807,0.968708033,0.85132708,0.90763865,0.871154078,0.83924387,0.889628592,0.942916978,0.931985357,0.642555153,0.924134267
2030-01-03 12:00:00,0.900999419,0.82000715,0.848917235,0.668150405,0.82518588,0.981897913,0.413919875,0.980939141,0.854979359,0.911071265,0.858506047,0.891049088,0.919956328,0.936774924,0.943957798,0.600219858,0.645240745
2030-01-03 13:00:00,0.828296676,0.755449124,0.781381874,0.806936652,0.769956284,0.90278873,0.465802582,0.543655007,0.790681253,0.834191158,0.771532297,0.793447622,0.833471937,0.488084655,0.883945534,0.601401091,0.691706531
2030-01-03 14:00:00,0.688668531,0.60221412,0.647823911,0.671595361,0.640352293,0.745790212,0.210079947,0.773894861,0.658618908,0.693095844,0.620187122,0.673945552,0.686917422,0.702329251,0.751179622,0.359196815,0.731541398
2030-01-03 15:00:00,0.492845781,0.401976415,0.459933803,0.480101379,0.456271901,0.531741405,0.127561933,0.577340775,0.474748454,0.245658312,0.414905111,0.483109771,0.487391339,0.497975975,0.561056086,0.338829401,0.539283222
2030-01-03 16:00:00,0.265002162,0.18148696,0.240043807,0.257978451,0.239425463,0.28044022,0.102743532,0.070047649,0.254915651,0.270734682,0.185257512,0.26282213,0.258727921,0.259833092,0.332808278,0.070889462,0.30989459
2030-01-03 17:00:00,0.050636118,0.011899546,0.036793407,0.050841648,0.039801445,0.044359481,0.00199876,0.046883915,0.045315315,0.059749553,0.0,0.056956834,0.046854086,0.036535554,0.102679672,0.048014657,0.083385283
2030-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 06:00:00,0.03814122,0.077047166,0.017977649,0.020167361,0.003988838,0.072798825,0.036223074,0.036937314,0.023085509,0.009184132,0.041999829,0.022992819,0.035216881,0.053450538,0.044340812,0.022184093,0.01011779
2030-01-04 07:00:00,0.247302122,0.268486338,0.214062422,0.137847582,0.07367831,0.324405829,0.109404329,0.264212352,0.222373013,0.041775147,0.254203201,0.08460405,0.105966052,0.288922426,0.041139647,0.113594273,0.103829152
2030-01-04 08:00:00,0.476504287,0.511204386,0.443377824,0.023099769,0.269396695,0.57489922,0.359543965,0.511706944,0.450180053,0.114925413,0.481970213,0.182932084,0.440371718,0.527351012,0.295991512,0.118144971,0.378388671
2030-01-04 09:00:00,0.673426959,0.69719692,0.640727642,0.367669572,0.441670016,0.781543806,0.443292702,0.72653739,0.647417191,0.175464081,0.675823761,0.414133548,0.705877792,0.72251421,0.550088162,0.23426615,0.3107014
2030-01-04 10:00:00,0.818263181,0.826270119,0.781381874,0.117888911,0.657202577,0.92452745,0.237660846,0.88401698,0.790478418,0.44590272,0.811517832,0.182301042,0.340710469,0.862052803,0.355767984,0.425461334,0.850688382
2030-01-04 11:00:00,0.896220478,0.880949531,0.860477189,0.700460147,0.715777201,0.996312161,0.403325023,0.700410057,0.867365725,0.556590722,0.87581129,0.397782115,0.679342461,0.931272568,0.288646337,0.88528644,0.934613537
2030-01-04 12:00:00,0.900274401,0.826785685,0.864419471,0.502574338,0.720501218,0.989196306,0.324532458,0.519813246,0.840733151,0.745223151,0.86683058,0.907964425,0.821781238,0.925143833,0.132876681,0.888700467,0.944935407
2030-01-04 13:00:00,0.829932805,0.764735857,0.793957023,0.509386556,0.769982423,0.898800808,0.155294162,0.729335561,0.798409519,0.489592959,0.776954783,0.828066216,0.275912805,0.843929562,0.870848641,0.711393448,0.535295876
2030-01-04 14:00:00,0.693476694,0.609841159,0.655723688,0.701258653,0.639551253,0.74057784,0.143559563,0.780206663,0.65981961,0.578950402,0.623738373,0.691152594,0.408336436,0.697348531,0.740395848,0.668574893,0.572472471
2030-01-04 15:00:00,0.49994352,0.407600835,0.463191142,0.508362636,0.455986701,0.525060786,0.165599508,0.496859515,0.470539887,0.210252609,0.418593544,0.500937966,0.47417448,0.493129285,0.421222344,0.476750423,0.244690385
2030-01-04 16:00:00,0.27248466,0.185373976,0.177776116,0.280506156,0.239350753,0.273579466,0.116273274,0.263971482,0.21237964,0.132825788,0.189220166,0.200102579,0.249884608,0.256811851,0.125412562,0.25352131,0.183450596
2030-01-04 17:00:00,0.054522307,0.011906986,0.023903224,0.059999651,0.039801445,0.042321677,0.028901029,0.068453465,0.032621385,0.007117175,0.0,0.062868723,0.036873697,0.036513234,0.041908689,0.046028315,0.052354378
2030-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 06:00:00,0.033978808,0.081049584,0.015980135,0.026249795,0.012967744,0.067558641,0.021097607,0.013350594,0.016004935,0.013318354,0.0379763,0.026040235,0.025162689,0.051255258,0.01005889,0.011085238,0.021286397
2030-01-05 07:00:00,0.236887813,0.301018576,0.204974129,0.134995221,0.193214534,0.312102125,0.050015258,0.264694092,0.199749886,0.072430162,0.24201499,0.096878809,0.084285756,0.288570266,0.103414062,0.237238324,0.12488263
2030-01-05 08:00:00,0.463336222,0.522907888,0.429357627,0.200988125,0.30608121,0.559148931,0.24622839,0.168982011,0.401810983,0.251761162,0.463649163,0.100560672,0.182996756,0.53307264,0.063116796,0.302740125,0.300363281
2030-01-05 09:00:00,0.661179913,0.703169458,0.626885621,0.326393945,0.61099828,0.766359903,0.304283449,0.727619158,0.49361969,0.519923456,0.652420649,0.128990863,0.538959127,0.734630428,0.126959068,0.427114707,0.344025919
2030-01-05 10:00:00,0.806682142,0.705915481,0.769785461,0.280208361,0.627074283,0.913789001,0.573488136,0.696911905,0.696815562,0.599106508,0.791005445,0.170959161,0.654842801,0.869949239,0.505560568,0.657732189,0.26053139
2030-01-05 11:00:00,0.884864362,0.796127299,0.845427624,0.459114923,0.82961901,0.988434388,0.937115505,0.780502814,0.85268333,0.762300045,0.85456376,0.511430205,0.255114272,0.94372807,0.177224411,0.534144408,0.573211478
2030-01-05 12:00:00,0.737025537,0.559718899,0.849101458,0.561231546,0.838265691,0.841813564,0.94019407,0.979499753,0.698057248,0.912896471,0.842661016,0.902767708,0.437350458,0.937882688,0.186069092,0.664062121,0.590835439
2030-01-05 13:00:00,0.820585522,0.618990921,0.656253411,0.489382159,0.777899371,0.738638461,0.86966049,0.678289193,0.604984311,0.845021796,0.75481674,0.833809108,0.300127207,0.859028216,0.886227523,0.558360861,0.177500311
2030-01-05 14:00:00,0.684970002,0.510814049,0.640308026,0.570789619,0.645693098,0.732819296,0.222623596,0.336222496,0.566302611,0.648763213,0.604636819,0.699613138,0.375391811,0.710630514,0.755414842,0.665264732,0.225995052
2030-01-05 15:00:00,0.4947112,0.423756713,0.452868399,0.37143577,0.459951623,0.348842401,0.352566562,0.188380334,0.39669781,0.013088644,0.404518415,0.462127706,0.368181034,0.506660758,0.565855786,0.48661541,0.158438402
2030-01-05 16:00:00,0.268282753,0.186933703,0.201422758,0.221307026,0.243247335,0.232650752,0.30669179,0.124645958,0.203659009,0.233286351,0.179145196,0.190327814,0.170824094,0.267807266,0.08783557,0.136913242,0.114670201
2030-01-05 17:00:00,0.054437057,0.014860478,0.026874379,0.057123375,0.042773211,0.026862355,0.078705515,0.07583467,0.029637213,0.031393917,0.0,0.032539545,0.019956561,0.040607445,0.047028926,0.029044869,0.004034718
2030-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-06 06:00:00,0.028954969,0.070086325,0.012979834,0.021188747,0.012963714,0.068495698,0.06134002,0.017490082,0.018011129,0.014273401,0.035865954,0.014017341,0.036234234,0.050351677,0.013128944,0.014099801,0.011163668
2030-01-06 07:00:00,0.191979282,0.304283449,0.191163149,0.186201034,0.111512705,0.152815278,0.083076523,0.158745573,0.204782549,0.225711506,0.232398816,0.003991318,0.198118962,0.289362626,0.06147239,0.143662969,0.25690713
2030-01-06 08:00:00,0.325521854,0.528504122,0.412630275,0.215595372,0.303998869,0.227024149,0.295794545,0.294546489,0.430169704,0.351506275,0.44862679,0.019882161,0.509435085,0.537414942,0.035162631,0.4704157,0.252705717
2030-01-06 09:00:00,0.390215088,0.71213833,0.607909309,0.433768019,0.488697215,0.775097879,0.375813855,0.732469041,0.625698208,0.574083946,0.634397312,0.44918851,0.702797183,0.743243908,0.217264518,0.498270781,0.420764111
2030-01-06 10:00:00,0.790229178,0.835397548,0.750092038,0.700261354,0.667841361,0.912124301,0.47462088,0.890756769,0.77108224,0.635096026,0.759678463,0.701258653,0.838203777,0.89054032,0.302145736,0.806887249,0.545784024
2030-01-06 11:00:00,0.870425582,0.891251871,0.828880319,0.590117883,0.71245626,0.98704875,0.762369464,0.984174057,0.809493901,0.894860557,0.82598209,0.901735451,0.907369205,0.961717161,0.203852029,0.886044001,0.94608407
2030-01-06 12:00:00,0.876739894,0.87425958,0.834260577,0.909913208,0.672721783,0.527127066,0.750048845,1.0,0.856223159,0.901151226,0.670047605,0.908610969,0.467072055,0.956840608,0.322773268,0.890866197,0.958331708
2030-01-06 13:00:00,0.810570305,0.784698967,0.760215584,0.836889377,0.78335171,0.26719143,0.698184777,0.37885593,0.787519286,0.823747861,0.66631597,0.843033804,0.238543407,0.877549919,0.621498657,0.815982814,0.894697494
2030-01-06 14:00:00,0.676437025,0.630913847,0.627285774,0.69983068,0.653580913,0.063402688,0.721575275,0.38880356,0.631585184,0.684803605,0.592953679,0.70798606,0.458636453,0.725691858,0.37155171,0.681129185,0.759708445
2030-01-06 15:00:00,0.487764113,0.428612595,0.441992124,0.380533555,0.469276155,0.270867808,0.527685119,0.206708878,0.468529694,0.112065516,0.398236927,0.517987745,0.348829589,0.520457405,0.377106245,0.489002875,0.025061939
2030-01-06 16:00:00,0.263847834,0.199975368,0.228141075,0.278603605,0.250954619,0.130659848,0.298845093,0.07560527,0.248985901,0.234727746,0.180304191,0.290967769,0.15865832,0.277464924,0.352003059,0.264591326,0.152987282
2030-01-06 17:00:00,0.052523258,0.015866055,0.034826281,0.059981051,0.046722956,0.017532242,0.076736856,0.034853628,0.045186975,0.045613604,0.0,0.071329898,0.048832677,0.043786291,0.016009895,0.051870778,0.077763266
2030-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
